country,year,suicides_no,population,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Kyrgyzstan,2011,471,4870538,Developing,69.4,188.0,4.0,3.28,0.0,96.0,222.0,41.4,4.0,94.0,6.18,96.0,0.2,,3.2,3.3,0.632,12.1
Kyrgyzstan,2012,524,4932360,Developing,69.9,18.0,3.0,0.01,0.0,96.0,0.0,42.2,4.0,94.0,6.97,96.0,0.1,,3.2,3.3,0.638,12.3
Kyrgyzstan,2013,446,5012200,Developing,77.0,174.0,3.0,0.01,0.0,97.0,1.0,43.0,4.0,97.0,6.68,97.0,0.1,,3.3,3.3,0.647,12.5
Kyrgyzstan,2014,461,5096430,Developing,78.0,17.0,3.0,0.01,0.0,96.0,318.0,43.9,4.0,95.0,6.48,96.0,0.1,,3.3,3.4,0.656,12.8
Kyrgyzstan,2015,417,5195827,Developing,71.1,166.0,3.0,,0.0,97.0,17779.0,44.9,3.0,97.0,,97.0,0.1,,3.3,3.4,0.662,13.0
Latvia,2005,564,2137831,Developed,76.0,216.0,0.0,9.92,86.9255399,99.0,2.0,57.0,0.0,99.0,6.37,99.0,0.1,7558.7426,2.5,2.5,0.791,15.9
Latvia,2006,487,2115215,Developed,75.0,229.0,0.0,10.4,1099.248837,94.0,7.0,57.4,0.0,96.0,6.8,96.0,0.1,9667.9757,2.4,2.5,0.807,16.2
Latvia,2007,453,2093878,Developed,78.0,221.0,0.0,12.12,170.9884138,91.0,0.0,57.7,0.0,94.0,7.1,94.0,0.1,1444.1589,2.4,2.4,0.814,16.2
Latvia,2008,527,2067529,Developed,71.9,199.0,0.0,11.84,253.4022338,93.0,3.0,58.1,0.0,94.0,6.63,94.0,0.1,16348.53121,2.3,2.4,0.819,16.3
Latvia,2009,516,2030316,Developed,72.6,184.0,0.0,9.85,1137.6237,92.0,0.0,58.5,0.0,94.0,6.84,94.0,0.1,12219.37379,2.3,2.3,0.821,16.4
Latvia,2010,438,1987906,Developed,72.8,18.0,0.0,9.8,1109.969508,91.0,0.0,58.9,0.0,92.0,6.55,92.0,0.1,11326.21947,2.2,2.3,0.815,16.0
Latvia,2011,440,1953611,Developed,73.6,169.0,0.0,10.14,24.70841046,89.0,1.0,59.4,0.0,92.0,6.1,92.0,0.1,1372.68947,2.2,2.3,0.81,15.8
Latvia,2012,444,1931521,Developed,73.8,163.0,0.0,10.21,1356.022164,9.0,3.0,59.8,0.0,91.0,5.91,91.0,0.1,13822.8559,2.2,2.2,0.812,15.5
Latvia,2013,383,1912464,Developed,74.1,161.0,0.0,10.37,150.3116884,94.0,0.0,6.2,0.0,94.0,5.67,94.0,0.1,1532.22924,2.2,2.2,0.814,15.4
Latvia,2014,382,1894041,Developed,74.4,156.0,0.0,0.01,1542.635979,92.0,36.0,6.7,0.0,92.0,5.88,92.0,0.1,15725.1374,2.2,2.2,0.822,16.0
Latvia,2015,387,1875522,Developed,74.6,153.0,0.0,,0.0,94.0,0.0,61.2,0.0,95.0,,95.0,0.1,13666.58336,2.2,2.1,0.828,16.0
Lithuania,2005,1319,3174728,Developed,78.0,222.0,0.0,12.3,913.699529,95.0,1.0,58.4,0.0,93.0,5.83,94.0,0.1,7863.1629,3.0,3.1,0.798,16.2
Lithuania,2006,1049,3125767,Developed,76.0,229.0,0.0,12.7,116.504961,95.0,1.0,58.7,0.0,94.0,6.2,94.0,0.1,924.642548,3.0,3.0,0.807,16.4
Lithuania,2007,1025,3087867,Developed,72.0,24.0,0.0,13.4,1581.511914,96.0,0.0,59.0,0.0,95.0,6.22,95.0,0.1,12297.91535,2.9,3.0,0.812,16.4
Lithuania,2008,1111,3053756,Developed,71.1,224.0,0.0,13.3,1888.149904,96.0,1.0,59.3,0.0,96.0,6.61,96.0,0.1,14961.56818,2.9,2.9,0.82,16.5
Lithuania,2009,1138,3016497,Developed,72.2,192.0,0.0,12.4,1446.529217,95.0,0.0,59.7,0.0,98.0,7.53,98.0,0.1,11837.3913,2.8,2.9,0.825,16.6
Lithuania,2010,1018,2949737,Developed,72.4,188.0,0.0,12.9,1423.802386,94.0,2.0,6.0,0.0,95.0,7.9,95.0,0.1,11984.86857,2.8,2.8,0.824,16.8
Lithuania,2011,1018,2879805,Developed,72.8,18.0,0.0,12.66,1758.822757,95.0,7.0,6.5,0.0,92.0,6.86,92.0,0.1,14357.73679,2.7,2.8,0.826,16.7
Lithuania,2012,927,2837770,Developed,73.0,176.0,0.0,15.14,1807.071336,93.0,0.0,6.9,0.0,93.0,6.67,93.0,0.1,14341.836,2.7,2.7,0.83,16.5
Lithuania,2013,1085,2806627,Developed,73.0,178.0,0.0,15.04,1968.816817,93.0,35.0,61.4,0.0,93.0,6.59,93.0,0.1,15712.82376,2.7,2.7,0.834,16.4
Lithuania,2014,930,2781577,Developed,73.4,169.0,0.0,15.19,2211.744178,94.0,11.0,61.9,0.0,93.0,6.55,93.0,0.1,16554.97139,2.6,2.7,0.841,16.5
Lithuania,2015,896,2753926,Developed,73.6,165.0,0.0,,0.0,94.0,50.0,62.4,0.0,93.0,,93.0,0.1,14252.42853,2.6,2.6,0.846,16.5
Luxembourg,2005,49,437338,Developed,78.8,9.0,0.0,11.84,1346.246697,95.0,0.0,57.0,0.0,99.0,7.95,99.0,0.1,8289.69641,1.0,0.9,0.874,13.5
Luxembourg,2006,65,444821,Developed,79.4,85.0,0.0,11.98,15345.4907,95.0,8.0,57.5,0.0,99.0,7.75,99.0,0.1,89739.7117,0.9,0.9,0.88,13.5
Luxembourg,2007,78,452012,Developed,79.7,82.0,0.0,11.75,267.051312,87.0,0.0,57.9,0.0,96.0,6.8,99.0,0.1,1618.4928,0.9,0.9,0.877,13.5
Luxembourg,2008,43,460371,Developed,80.0,8.0,0.0,11.53,18961.3486,94.0,1.0,58.4,0.0,96.0,7.34,99.0,0.1,114293.8433,0.9,0.9,0.887,13.5
Luxembourg,2009,48,469209,Developed,83.0,76.0,0.0,11.42,2052.393076,95.0,0.0,58.8,0.0,96.0,8.11,99.0,0.1,13198.6693,0.9,0.9,0.888,13.5
Luxembourg,2010,54,477979,Developed,86.0,73.0,0.0,11.36,2267.252192,94.0,0.0,59.2,0.0,96.0,7.68,99.0,0.1,14965.361,0.9,0.9,0.884,13.7
Luxembourg,2011,55,488918,Developed,88.0,72.0,0.0,11.5,17028.52798,95.0,6.0,59.6,0.0,96.0,7.34,99.0,0.1,115761.577,0.9,0.9,0.894,13.9
Luxembourg,2012,51,501044,Developed,81.1,7.0,0.0,11.34,2284.58215,94.0,2.0,6.1,0.0,99.0,7.18,99.0,0.1,16749.136,0.9,0.9,0.892,13.9
Luxembourg,2013,40,512689,Developed,81.4,68.0,0.0,11.02,15515.75234,94.0,0.0,6.5,0.0,99.0,7.1,99.0,0.1,113751.85,0.9,0.9,0.892,13.9
Luxembourg,2014,67,524940,Developed,81.7,65.0,0.0,11.12,16255.16198,94.0,0.0,6.9,0.0,99.0,6.94,99.0,0.1,119172.7418,1.0,0.9,0.892,13.9
Luxembourg,2015,64,537748,Developed,82.0,63.0,0.0,,0.0,94.0,0.0,61.3,0.0,99.0,,99.0,0.1,1199.8223,1.0,0.9,0.896,13.9
Maldives,2005,1,288936,Developing,74.3,93.0,0.0,1.47,620.9518909,98.0,1395.0,18.0,0.0,98.0,9.52,98.0,0.1,3488.493769,14.4,14.5,0.625,12.1
Maldives,2007,5,305536,Developing,75.4,82.0,0.0,1.78,6.491488598,98.0,20.0,19.5,0.0,98.0,6.64,98.0,0.1,52.862285,14.3,14.4,0.632,11.9
Maldives,2008,0,313924,Developing,75.9,81.0,0.0,1.76,1077.712092,98.0,0.0,2.3,0.0,98.0,9.3,98.0,0.1,5828.621374,14.2,14.3,0.641,11.8
Maldives,2010,1,331559,Developing,76.7,73.0,0.0,1.83,91.13971812,97.0,0.0,22.1,0.0,97.0,7.93,96.0,0.1,633.79498,14.0,14.1,0.653,11.6
Maldives,2011,2,341018,Developing,77.3,67.0,0.0,1.92,1079.893546,96.0,0.0,23.1,0.0,96.0,8.11,96.0,0.1,6497.55443,13.9,14.0,0.663,11.8
Malta,2005,19,384111,Developed,79.0,67.0,0.0,6.41,2247.035692,85.0,6.0,65.0,0.0,94.0,8.83,92.0,0.1,15835.34667,0.7,0.7,0.805,14.8
Malta,2006,26,386038,Developed,79.3,66.0,0.0,8.84,2380.699796,86.0,1.0,65.6,0.0,83.0,8.93,85.0,0.1,16671.5672,0.7,0.7,0.809,14.8
Malta,2007,26,387581,Developed,79.6,65.0,0.0,7.45,2578.888314,82.0,2.0,66.1,0.0,76.0,8.36,74.0,0.1,19375.5696,0.7,0.7,0.808,14.4
Malta,2008,14,390195,Developed,80.0,64.0,0.0,7.14,2655.573684,86.0,1.0,66.6,0.0,72.0,8.15,72.0,0.1,21928.767,0.7,0.7,0.813,14.6
Malta,2009,36,393102,Developed,82.0,63.0,0.0,7.38,335.5180568,86.0,1.0,67.1,0.0,73.0,8.33,73.0,0.1,2675.58259,0.8,0.7,0.815,14.4
Malta,2010,31,394949,Developed,83.0,62.0,0.0,7.91,278.0687051,75.0,0.0,67.6,0.0,76.0,8.3,76.0,0.1,2187.79469,0.8,0.7,0.819,14.6
Malta,2011,20,396423,Developed,87.0,59.0,0.0,6.91,3601.287457,82.0,3.0,68.0,0.0,96.0,9.6,96.0,0.1,22821.847,0.8,0.7,0.826,14.8
Malta,2012,25,399138,Developed,81.0,58.0,0.0,7.67,343.123395,93.0,0.0,68.4,0.0,99.0,9.95,99.0,0.1,2193.8836,0.8,0.7,0.821,14.1
Malta,2013,22,402728,Developed,81.1,57.0,0.0,8.58,374.2947283,94.0,0.0,68.8,0.0,99.0,9.89,99.0,0.1,2393.1888,0.8,0.7,0.828,14.2
Malta,2014,32,406525,Developed,81.4,55.0,0.0,8.49,409.6000248,9.0,0.0,69.2,0.0,99.0,9.75,99.0,0.1,2618.92599,0.8,0.8,0.847,14.3
Malta,2015,34,410637,Developed,81.7,54.0,0.0,,0.0,95.0,2.0,69.6,0.0,97.0,,97.0,0.1,23819.4636,0.8,0.8,0.853,14.6
Mauritius,2005,102,1113942,Developing,72.1,168.0,0.0,3.94,479.9234077,97.0,7.0,28.0,0.0,97.0,4.47,97.0,0.1,5116.45424,7.7,7.6,0.704,13.0
Mauritius,2006,118,1125301,Developing,71.8,165.0,0.0,3.73,502.3844946,97.0,3.0,28.6,0.0,98.0,4.38,97.0,0.1,5695.969327,7.6,7.5,0.713,13.4
Mauritius,2007,127,1135233,Developing,72.9,161.0,0.0,3.24,582.5143743,97.0,13.0,29.1,0.0,96.0,4.24,97.0,0.1,6574.654338,7.5,7.4,0.72,13.5
Mauritius,2008,84,1146258,Developing,72.7,166.0,0.0,2.49,6.6489825,99.0,12.0,29.7,0.0,99.0,4.6,99.0,0.1,83.635,7.4,7.3,0.728,13.6
Mauritius,2009,115,1159551,Developing,72.8,166.0,0.0,2.83,624.2361828,99.0,15.0,3.2,0.0,99.0,4.97,99.0,0.1,7318.12641,7.3,7.3,0.734,13.8
Mauritius,2010,98,1164931,Developing,73.3,163.0,0.0,2.95,0.108055973,99.0,12.0,3.7,0.0,99.0,5.29,99.0,0.2,8.376432,7.2,7.2,0.74,14.0
Mauritius,2011,118,1173352,Developing,73.6,158.0,0.0,3.03,918.807245,98.0,2.0,31.3,0.0,98.0,5.2,98.0,0.1,9197.26972,7.1,7.1,0.748,14.1
Mauritius,2012,115,1180547,Developing,73.9,154.0,0.0,0.01,915.1859205,98.0,0.0,31.8,0.0,98.0,4.76,98.0,0.1,9291.227619,7.1,7.0,0.756,14.3
Mauritius,2013,98,1147390,Developing,74.1,147.0,0.0,0.01,917.467628,98.0,0.0,32.3,0.0,98.0,4.82,98.0,0.1,9637.265,7.0,7.0,0.765,14.7
Mauritius,2014,120,1151424,Developing,74.2,148.0,0.0,0.01,115.2784282,97.0,0.0,32.8,0.0,98.0,4.81,97.0,0.1,1153.93822,7.0,6.9,0.769,14.7
Mauritius,2015,104,1154848,Developing,74.6,146.0,0.0,,0.0,97.0,0.0,33.3,0.0,98.0,,97.0,0.1,9252.11724,6.9,6.8,0.779,15.2
Mexico,2005,4274,96730008,Developing,75.3,126.0,42.0,4.93,998.3498049,98.0,6.0,56.4,49.0,98.0,6.4,98.0,0.1,7986.798439,1.8,1.7,0.719,12.2
Mexico,2006,4230,98468839,Developing,75.8,125.0,40.0,5.11,980.2537444,98.0,23.0,57.2,47.0,98.0,5.83,98.0,0.1,8767.92258,1.8,1.7,0.723,12.2
Mexico,2007,4285,100294297,Developing,76.0,123.0,38.0,5.35,105.7476131,98.0,0.0,57.9,45.0,98.0,5.92,98.0,0.1,933.341687,1.7,1.7,0.731,12.3
Mexico,2008,4642,102170587,Developing,75.6,127.0,37.0,5.36,159.8772264,97.0,0.0,58.7,43.0,96.0,6.6,96.0,0.1,9689.52887,1.7,1.6,0.735,12.3
Mexico,2009,5023,104044342,Developing,75.7,13.0,36.0,5.27,881.7364327,95.0,0.0,59.4,42.0,95.0,6.6,95.0,0.1,7748.12331,1.7,1.6,0.738,12.5
Mexico,2010,4858,105875861,Developing,75.6,127.0,35.0,5.21,1033.039737,93.0,0.0,6.1,40.0,95.0,6.39,95.0,0.1,8959.581416,1.6,1.6,0.739,12.5
Mexico,2011,5558,107655100,Developing,76.1,124.0,34.0,5.3,1117.196097,98.0,3.0,6.8,39.0,97.0,6.4,97.0,0.1,9834.472689,1.6,1.6,0.745,12.6
Mexico,2012,5381,109368765,Developing,76.3,123.0,33.0,5.29,112.696486,99.0,0.0,61.5,38.0,99.0,6.21,99.0,0.1,982.532572,1.6,1.5,0.748,12.7
Mexico,2013,5711,111036708,Developing,76.6,12.0,32.0,5.23,150.408875,82.0,0.0,62.1,37.0,83.0,6.3,83.0,0.1,1298.86766,1.6,1.5,0.753,12.9
Mexico,2014,6178,112692589,Developing,76.6,122.0,31.0,5.26,168.173753,84.0,3.0,62.8,36.0,87.0,6.3,87.0,0.1,1452.27766,1.6,1.5,0.754,13.1
Mexico,2015,6234,114357884,Developing,76.7,122.0,30.0,,0.0,82.0,0.0,63.5,35.0,87.0,,87.0,0.1,9143.128494,1.5,1.5,0.758,13.3
Montenegro,2005,118,583232,Developing,73.6,133.0,0.0,,527.3076721,,0.0,55.7,0.0,,8.46,,0.1,3674.617924,2.3,2.3,0.746,12.8
Montenegro,2006,0,584885,Developing,73.8,13.0,0.0,5.38,595.7306923,9.0,0.0,56.5,0.0,9.0,8.1,9.0,0.1,4383.59597,2.2,2.2,0.751,13.2
Montenegro,2007,121,587244,Developing,74.2,125.0,0.0,4.98,678.5188944,9.0,0.0,57.2,0.0,92.0,6.74,92.0,0.1,5957.145693,2.1,2.2,0.762,13.6
Montenegro,2008,126,589953,Developing,74.6,121.0,0.0,6.17,709.1311228,93.0,0.0,57.8,0.0,95.0,6.13,95.0,0.1,7325.73474,2.1,2.1,0.774,14.2
Montenegro,2009,107,592234,Developing,75.0,117.0,0.0,6.45,489.6818699,87.0,0.0,58.5,0.0,91.0,6.7,92.0,0.1,6698.79439,2.0,2.1,0.785,14.6
Netherlands,2005,1574,15320595,Developed,79.4,72.0,1.0,9.69,6577.508136,,4.0,55.8,1.0,96.0,9.6,96.0,0.1,41577.169,1.0,1.0,0.888,16.4
Netherlands,2006,1525,15368697,Developed,79.8,71.0,1.0,9.79,8344.010392,,1.0,56.5,1.0,96.0,9.36,96.0,0.1,44453.97119,1.0,1.0,0.893,16.5
Netherlands,2007,1354,15425404,Developed,82.0,68.0,1.0,9.53,9689.732784,,10.0,57.3,1.0,97.0,9.36,97.0,0.1,51241.31562,1.0,1.0,0.899,16.6
Netherlands,2008,1439,15506963,Developed,83.0,68.0,1.0,9.62,10873.40554,,109.0,57.9,1.0,97.0,9.57,97.0,0.1,56928.8248,1.0,0.9,0.905,16.8
Netherlands,2009,1530,15602176,Developed,86.0,65.0,1.0,9.23,96.8585885,,15.0,58.6,1.0,97.0,1.29,97.0,0.1,519.349,1.0,0.9,0.906,16.9
Netherlands,2010,1604,15691409,Developed,88.0,64.0,1.0,9.33,1035.621437,,15.0,59.3,1.0,97.0,1.48,97.0,0.1,5338.25483,1.0,0.9,0.906,17.0
Netherlands,2011,1650,15772162,Developed,81.1,63.0,1.0,8.96,1047.370244,2.0,51.0,59.9,1.0,97.0,1.53,97.0,0.1,5354.6536,1.0,0.9,0.911,17.2
Netherlands,2012,1756,15839503,Developed,81.1,62.0,1.0,9.05,1162.656768,2.0,10.0,6.5,1.0,97.0,11.1,97.0,0.1,49474.7561,1.0,0.9,0.921,18.1
Netherlands,2013,1856,15899508,Developed,81.4,6.0,1.0,8.68,1475.030397,51.0,2632.0,61.0,1.0,97.0,11.4,97.0,0.1,51574.48942,1.0,0.9,0.922,18.1
Netherlands,2014,1839,15899508,Developed,81.7,58.0,1.0,0.01,1491.703605,92.0,140.0,61.6,1.0,96.0,1.9,96.0,0.1,52157.4687,1.0,0.9,0.923,18.1
Netherlands,2015,1873,16057342,Developed,81.9,57.0,1.0,,0.0,94.0,7.0,62.1,1.0,95.0,,95.0,0.1,44292.88473,1.0,0.9,0.923,18.1
New Zealand,2005,514,3849280,Developed,79.9,78.0,0.0,9.31,491.055852,87.0,20.0,62.1,0.0,89.0,8.25,89.0,0.1,2775.89515,0.3,0.3,0.886,18.9
New Zealand,2006,527,3898600,Developed,79.9,76.0,0.0,9.34,496.2228007,87.0,20.0,62.6,0.0,89.0,8.65,89.0,0.1,2667.86452,0.3,0.3,0.888,19.1
New Zealand,2007,494,3935450,Developed,81.0,76.0,0.0,9.19,606.3106561,88.0,25.0,63.2,0.0,88.0,8.35,88.0,0.1,3259.73471,0.3,0.3,0.891,19.2
New Zealand,2008,520,3968450,Developed,81.0,75.0,0.0,9.49,6761.288966,9.0,0.0,63.8,0.0,89.0,1.7,89.0,0.1,31287.77865,0.3,0.3,0.894,19.5
New Zealand,2009,512,4009980,Developed,85.0,73.0,0.0,9.24,63.57705167,93.0,198.0,64.3,0.0,92.0,11.21,92.0,0.1,282.94193,0.3,0.3,0.895,19.3
New Zealand,2010,536,4055470,Developed,89.0,71.0,0.0,9.62,6664.148708,9.0,43.0,64.8,0.0,93.0,11.2,93.0,0.1,33691.34837,0.3,0.3,0.899,20.3
New Zealand,2011,493,4090460,Developed,86.0,72.0,0.0,9.47,8342.405764,95.0,597.0,65.3,0.0,95.0,11.24,95.0,0.1,38426.5581,0.3,0.3,0.901,19.7
New Zealand,2012,549,4120870,Developed,81.1,7.0,0.0,9.2,924.5653683,93.0,68.0,65.9,0.0,93.0,11.53,93.0,0.1,3997.25624,0.3,0.3,0.904,19.5
New Zealand,2013,513,4129770,Developed,81.3,69.0,0.0,9.18,10019.0763,93.0,8.0,66.4,0.0,92.0,11.17,92.0,0.1,42889.88141,0.3,0.3,0.908,19.3
Nicaragua,2010,351,5107427,Developing,73.2,154.0,3.0,3.38,302.7045411,98.0,0.0,5.2,3.0,99.0,6.58,98.0,0.1,1526.497938,1.9,1.8,0.614,11.4
Nicaragua,2011,369,5177921,Developing,74.5,147.0,3.0,3.39,321.6132593,98.0,0.0,5.9,3.0,99.0,6.39,98.0,0.1,1682.957924,1.8,1.8,0.62,11.5
Nicaragua,2012,316,5251443,Developing,73.9,157.0,2.0,3.63,334.8174246,98.0,0.0,51.7,3.0,99.0,8.4,98.0,0.1,1792.3845,1.8,1.7,0.625,11.5
Nicaragua,2013,351,5326935,Developing,73.9,157.0,2.0,3.58,366.4841804,98.0,0.0,52.4,3.0,99.0,8.43,98.0,0.1,1847.19849,1.8,1.7,0.63,11.5
Nicaragua,2014,311,5402424,Developing,74.5,148.0,2.0,3.55,473.1238124,98.0,0.0,53.2,3.0,99.0,9.4,98.0,0.1,1975.46477,1.8,1.7,0.636,11.6
Nicaragua,2015,315,5476483,Developing,74.8,145.0,2.0,,0.0,98.0,0.0,54.0,2.0,99.0,,98.0,0.1,295.966488,1.8,1.7,0.642,11.7
Norway,2005,533,4335092,Developed,81.0,73.0,0.0,6.37,11792.53465,,0.0,56.5,0.0,91.0,8.89,91.0,0.1,66775.3944,0.8,0.7,0.929,17.6
Norway,2006,532,4372103,Developed,84.0,7.0,0.0,6.47,12829.25408,,0.0,57.0,0.0,94.0,8.43,94.0,0.1,74114.69715,0.8,0.7,0.931,17.5
Norway,2007,485,4417369,Developed,85.0,67.0,0.0,6.6,14829.41215,,0.0,57.5,0.0,93.0,8.58,93.0,0.1,85128.65759,0.7,0.7,0.934,17.6
Norway,2008,505,4472089,Developed,86.0,67.0,0.0,6.75,1707.130633,,4.0,58.0,0.0,94.0,8.4,94.0,0.1,9688.5961,0.7,0.7,0.936,17.6
Norway,2009,573,4527536,Developed,89.0,67.0,0.0,6.68,142.3749426,,2.0,58.5,0.0,94.0,9.49,94.0,0.1,817.77681,0.7,0.7,0.936,17.4
Norway,2010,548,4582885,Developed,81.0,66.0,0.0,6.59,15268.06445,,3.0,58.9,0.0,93.0,9.26,93.0,0.1,87646.75346,0.7,0.7,0.936,17.4
Norway,2011,598,4643300,Developed,81.1,67.0,0.0,6.53,277.3550522,,39.0,59.4,0.0,94.0,9.14,94.0,0.1,1574.9861,0.7,0.7,0.939,17.6
Norway,2012,515,4706585,Developed,81.3,61.0,0.0,6.21,2094.19096,,4.0,59.8,0.0,95.0,9.16,95.0,0.1,11563.727,0.7,0.7,0.941,17.6
Norway,2013,554,4767605,Developed,81.5,62.0,0.0,6.21,234.782883,,8.0,6.3,0.0,94.0,9.39,94.0,0.1,1291.435,0.8,0.7,0.942,17.5
Norway,2014,548,4827178,Developed,81.6,61.0,0.0,6.06,177.6382878,,3.0,6.8,0.0,93.0,9.72,93.0,0.1,975.49856,0.8,0.7,0.945,17.7
Norway,2015,590,4882909,Developed,81.8,59.0,0.0,5.97,0.0,,14.0,61.2,0.0,95.0,,95.0,0.1,7455.24654,0.8,0.7,0.948,17.7
Oman,2009,13,2607549,Developing,75.4,18.0,1.0,0.56,1040.629462,98.0,19.0,51.5,1.0,96.0,2.83,98.0,0.1,16784.34616,6.9,6.8,0.782,12.4
Oman,2010,13,2748440,Developing,75.6,16.0,1.0,0.56,129.2260751,99.0,3.0,51.8,1.0,99.0,2.74,99.0,0.1,1928.74739,6.9,6.8,0.797,13.5
Oman,2014,7,3631098,Developing,76.4,11.0,1.0,0.4,166.1913728,99.0,0.0,53.5,1.0,99.0,3.55,99.0,0.1,2458.45226,7.1,6.9,0.796,13.7
Panama,2005,172,2977595,Developing,75.8,122.0,1.0,5.53,623.9100503,92.0,0.0,5.3,2.0,88.0,7.48,92.0,0.1,4916.54886,2.1,2.1,0.74,12.9
Panama,2006,185,3037959,Developing,76.2,125.0,1.0,5.72,631.1251711,88.0,0.0,51.1,2.0,98.0,7.0,88.0,0.1,5348.518399,2.1,2.0,0.744,12.9
Panama,2007,171,3097138,Developing,76.4,124.0,1.0,6.16,76.2508038,85.0,0.0,51.9,2.0,84.0,6.31,85.0,0.2,668.8667,2.1,2.0,0.743,12.9
Panama,2008,186,3155636,Developing,76.5,127.0,1.0,6.74,956.8229765,86.0,0.0,52.7,2.0,86.0,6.75,86.0,0.1,6973.9284,2.0,2.0,0.75,12.8
Panama,2009,177,3214513,Developing,76.8,127.0,1.0,6.87,1092.155356,85.0,0.0,53.4,2.0,85.0,7.56,85.0,0.1,7429.628274,2.0,1.9,0.755,12.8
Panama,2010,151,3274415,Developing,76.5,122.0,1.0,6.94,1199.319976,94.0,0.0,54.2,2.0,95.0,8.5,94.0,0.1,7937.259931,2.0,1.9,0.756,12.8
Panama,2011,144,3334191,Developing,77.3,121.0,1.0,6.9,119.2124275,87.0,4.0,54.9,1.0,91.0,7.5,87.0,0.1,927.723171,2.0,1.9,0.758,12.9
Panama,2012,135,3395244,Developing,77.2,12.0,1.0,6.95,201.7490628,85.0,0.0,55.6,1.0,87.0,7.25,85.0,0.1,1589.82713,1.9,1.9,0.765,12.8
Panama,2013,130,3457387,Developing,77.5,118.0,1.0,6.89,1694.467075,8.0,0.0,56.3,1.0,81.0,8.9,8.0,0.1,11685.97983,1.9,1.9,0.773,12.9
Panama,2014,147,3520213,Developing,77.6,119.0,1.0,6.74,1842.463782,8.0,0.0,57.1,1.0,8.0,8.3,8.0,0.1,12593.7374,1.9,1.8,0.78,13.0
Panama,2015,110,3583382,Developing,77.8,118.0,1.0,,0.0,73.0,0.0,57.8,1.0,72.0,,73.0,0.1,13134.4367,1.9,1.8,0.785,13.0
Paraguay,2005,239,5126457,Developing,72.1,163.0,3.0,6.38,20.68037294,92.0,0.0,42.8,4.0,96.0,6.7,96.0,0.2,157.145691,2.3,2.2,0.646,12.3
Paraguay,2006,251,5223460,Developing,72.3,161.0,3.0,5.61,26.18072382,92.0,0.0,43.5,4.0,98.0,6.43,98.0,0.2,189.71539,2.2,2.2,0.648,12.1
Paraguay,2007,227,5307169,Developing,72.5,159.0,3.0,5.61,318.6201852,86.0,0.0,44.2,4.0,95.0,6.41,95.0,0.1,2312.192926,2.2,2.1,0.649,12.0
Paraguay,2008,222,5382169,Developing,72.7,157.0,3.0,6.14,34.73924576,87.0,0.0,44.9,4.0,85.0,7.6,89.0,0.1,359.992184,2.1,2.1,0.654,11.9
Paraguay,2009,283,5456220,Developing,73.0,155.0,3.0,5.39,30.93519548,85.0,0.0,45.6,3.0,81.0,9.14,85.0,0.1,2599.596259,2.1,2.0,0.663,12.1
Paraguay,2010,223,5534703,Developing,73.2,152.0,3.0,5.65,359.9760397,89.0,0.0,46.4,3.0,85.0,9.1,89.0,0.1,3225.591754,2.1,2.0,0.664,12.4
Paraguay,2011,298,5610499,Developing,73.4,15.0,3.0,5.79,472.1932825,89.0,0.0,47.1,3.0,84.0,9.42,89.0,0.1,3988.11894,2.1,2.0,0.675,12.3
Paraguay,2012,275,5695283,Developing,73.6,148.0,3.0,5.36,441.8446244,87.0,0.0,47.9,3.0,83.0,1.33,87.0,0.1,3855.537735,2.0,2.0,0.679,12.3
Paraguay,2013,323,5786207,Developing,73.8,148.0,3.0,5.03,573.4346982,86.0,0.0,48.6,3.0,8.0,1.49,86.0,0.2,4479.95858,2.0,1.9,0.679,12.3
Paraguay,2014,379,5877594,Developing,73.9,147.0,3.0,0.01,561.7684701,87.0,0.0,49.4,3.0,83.0,9.81,87.0,0.2,4712.822736,2.0,1.9,0.688,12.3
Philippines,2006,1788,76435755,Developing,67.3,219.0,63.0,4.08,121.3625467,77.0,9.0,2.6,82.0,88.0,3.95,88.0,0.1,1391.772325,1.0,9.7,0.646,11.5
Philippines,2007,1698,78008654,Developing,67.5,216.0,62.0,4.19,137.327474,87.0,530.0,21.1,80.0,87.0,3.94,87.0,0.1,1672.685433,1.0,9.7,0.648,11.4
Philippines,2008,1820,79595888,Developing,67.5,217.0,60.0,4.21,155.4767618,88.0,341.0,21.6,78.0,91.0,4.5,91.0,0.1,1919.466195,1.0,9.7,0.655,11.5
Philippines,2009,2074,81193855,Developing,68.0,219.0,59.0,4.42,159.5348489,85.0,1469.0,22.1,76.0,86.0,4.41,87.0,0.1,1825.341521,1.0,9.7,0.661,11.7
Philippines,2010,2116,82760992,Developing,67.9,218.0,58.0,4.85,198.2563794,77.0,6368.0,22.6,74.0,78.0,4.37,79.0,0.1,2129.499242,1.0,9.7,0.662,11.4
Philippines,2011,2449,84201767,Developing,68.0,218.0,57.0,4.96,191.4949779,87.0,6538.0,23.1,72.0,87.0,4.29,87.0,0.1,2352.518156,1.0,9.7,0.669,11.5
